"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              FLOW","            FLOW_G","            FLOW_L","            FLOW_N","     FDIFF_WATER_L","        FDIFF_O2_L","    FDIFF_Toluen_L"
"                  ","                  ","               (M)","               (M)","               (M)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)"
"TIME [sec]  0.10000000E+03"
"               i 1","               j 1",  0.90000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.35933482453E-012,  0.00000000000E+000,  0.27485142689E-012,  0.84483397647E-013,  0.58757165453E-022, -0.61668089962E-022,  0.00000000000E+000
"               a 2","               a 1",  0.50000000000E+002,  0.50000000000E+000, -0.10000000000E+003,  0.86218710109E-001,  0.00000000000E+000,  0.65948260619E-001,  0.20270449490E-001,  0.46569407205E-012, -0.46571696110E-012,  0.22872652071E-016
"               b 2","               b 1",  0.15000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710265E-001,  0.00000000000E+000,  0.65948260728E-001,  0.20270449537E-001,  0.46569409663E-012, -0.46571698689E-012,  0.22872652098E-016
"               c 2","               c 1",  0.25000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710523E-001,  0.00000000000E+000,  0.65948260921E-001,  0.20270449603E-001,  0.46569420698E-012, -0.46571708984E-012,  0.22872656690E-016
"               d 2","               d 1",  0.35000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710455E-001,  0.00000000000E+000,  0.65948260871E-001,  0.20270449584E-001,  0.46569418245E-012, -0.46571706410E-012,  0.22872655167E-016
"               e 2","               e 1",  0.45000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710328E-001,  0.00000000000E+000,  0.65948260783E-001,  0.20270449545E-001,  0.46569407206E-012, -0.46571696111E-012,  0.22872650574E-016
"               f 2","               f 1",  0.55000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710143E-001,  0.00000000000E+000,  0.65948260643E-001,  0.20270449500E-001,  0.46569415785E-012, -0.46571703829E-012,  0.22872653643E-016
"               g 2","               g 1",  0.65000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710439E-001,  0.00000000000E+000,  0.65948260865E-001,  0.20270449574E-001,  0.46569414562E-012, -0.46571703831E-012,  0.22872653644E-016
"               h 2","               h 1",  0.75000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218709811E-001,  0.00000000000E+000,  0.65948260390E-001,  0.20270449421E-001,  0.46569407208E-012, -0.46571696112E-012,  0.22872650576E-016
"               i 2","               i 1",  0.85000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710333E-001,  0.00000000000E+000,  0.65948260786E-001,  0.20270449547E-001,  0.46569409658E-012, -0.46571698684E-012,  0.22872652095E-016
"               j 2","               j 1",  0.95000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86218710213E-001,  0.00000000000E+000,  0.65948260690E-001,  0.20270449523E-001,  0.46569409663E-012, -0.46571698689E-012,  0.22872652098E-016
"               a 2","               b 2",  0.10000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.70720579228E-012,  0.00000000000E+000,  0.55621430723E-012,  0.15099148504E-012, -0.64035912911E-022,  0.67208163268E-022,  0.00000000000E+000
"               b 2","               c 2",  0.20000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.14451352460E-012,  0.00000000000E+000, -0.11365926418E-012, -0.30854260425E-013, -0.64035912912E-022,  0.67208102199E-022, -0.39085311416E-026
"               c 2","               d 2",  0.30000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.49650313612E-013,  0.00000000000E+000, -0.39049757640E-013, -0.10600555972E-013,  0.64035912913E-022, -0.67208102200E-022,  0.39085311416E-026
"               d 2","               e 2",  0.40000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.67333253641E-012,  0.00000000000E+000, -0.52957313752E-012, -0.14375939889E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               e 2","               f 2",  0.50000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.25305883390E-012,  0.00000000000E+000,  0.19902968207E-012,  0.54029151827E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 2","               g 2",  0.60000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.24532329678E-012,  0.00000000000E+000, -0.19294571547E-012, -0.52377581308E-013, -0.64035912907E-022,  0.67208102194E-022, -0.39085311413E-026
"               g 2","               h 2",  0.70000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.94704763543E-012,  0.00000000000E+000,  0.74484888303E-012,  0.20219875240E-012,  0.64035912912E-022, -0.67208102199E-022,  0.39085311415E-026
"               h 2","               i 2",  0.80000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.85523422529E-012,  0.00000000000E+000, -0.67263803172E-012, -0.18259619357E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 2","               j 2",  0.90000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.64458630993E-012,  0.00000000000E+000,  0.50696435430E-012,  0.13762195564E-012,  0.64035912906E-022, -0.67208163262E-022,  0.00000000000E+000
"               a 3","               a 2",  0.50000000000E+002,  0.50000000000E+000, -0.10500000000E+003,  0.18716964564E-001,  0.00000000000E+000,  0.14721869943E-001,  0.39950946209E-002,  0.14212054502E-014, -0.14212756432E-014,  0.68386724676E-019
"               b 3","               b 2",  0.15000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964838E-001,  0.00000000000E+000,  0.14721870157E-001,  0.39950946807E-002,  0.14211797398E-014, -0.14212486591E-014,  0.68386724657E-019
"               c 3","               c 2",  0.25000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964715E-001,  0.00000000000E+000,  0.14721870061E-001,  0.39950946542E-002,  0.14211540295E-014, -0.14212216751E-014,  0.68385155404E-019
"               d 3","               d 2",  0.35000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964685E-001,  0.00000000000E+000,  0.14721870037E-001,  0.39950946476E-002,  0.14211797398E-014, -0.14212486591E-014,  0.68386724657E-019
"               e 3","               e 2",  0.45000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964434E-001,  0.00000000000E+000,  0.14721869841E-001,  0.39950945929E-002,  0.14211540294E-014, -0.14212216751E-014,  0.68385155400E-019
"               f 3","               f 2",  0.55000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964505E-001,  0.00000000000E+000,  0.14721869897E-001,  0.39950946086E-002,  0.14211540295E-014, -0.14212216751E-014,  0.68385155403E-019
"               g 3","               g 2",  0.65000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964399E-001,  0.00000000000E+000,  0.14721869814E-001,  0.39950945855E-002,  0.14211540294E-014, -0.14212216751E-014,  0.68385155401E-019
"               h 3","               h 2",  0.75000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964754E-001,  0.00000000000E+000,  0.14721870091E-001,  0.39950946629E-002,  0.14211797399E-014, -0.14212486592E-014,  0.68386724662E-019
"               i 3","               i 2",  0.85000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964260E-001,  0.00000000000E+000,  0.14721869704E-001,  0.39950945559E-002,  0.14211797398E-014, -0.14212486591E-014,  0.68386724657E-019
"               j 3","               j 2",  0.95000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18716964625E-001,  0.00000000000E+000,  0.14721869990E-001,  0.39950946351E-002,  0.14211797399E-014, -0.14212486592E-014,  0.68385155423E-019
"               a 3","               b 3",  0.10000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.28719480455E-013,  0.00000000000E+000,  0.22707147109E-013,  0.60123333460E-014,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 3","               c 3",  0.20000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.15977152499E-012,  0.00000000000E+000,  0.12632385629E-012,  0.33447668701E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               c 3","               d 3",  0.30000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.25085177616E-013,  0.00000000000E+000,  0.19833674194E-013,  0.52515034218E-014,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 3","               e 3",  0.40000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.53932291037E-013,  0.00000000000E+000, -0.42641734707E-013, -0.11290556330E-013,  0.64517786094E-022, -0.67713846161E-022,  0.39378531620E-026
"               e 3","               f 3",  0.50000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.77225625198E-013,  0.00000000000E+000,  0.61058682265E-013,  0.16166942933E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 3","               g 3",  0.60000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.16827083703E-013,  0.00000000000E+000,  0.13304386396E-013,  0.35226973077E-014, -0.64517786096E-022,  0.67713846163E-022, -0.39378531621E-026
"               g 3","               h 3",  0.70000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.70624413186E-013,  0.00000000000E+000,  0.55839413326E-013,  0.14784999859E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               h 3","               i 3",  0.80000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.36527436314E-012,  0.00000000000E+000,  0.28880531845E-012,  0.76469044696E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 3","               j 3",  0.90000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.25847970205E-012,  0.00000000000E+000, -0.20436778541E-012, -0.54111916641E-013,  0.64517786100E-022, -0.67713846167E-022,  0.39378531623E-026
"               a 4","               a 3",  0.50000000000E+002,  0.50000000000E+000, -0.11000000000E+003,  0.32201900433E-002,  0.00000000000E+000,  0.25472025170E-002,  0.67298752631E-003, -0.98438373853E-008, -0.51573401407E-014,  0.98438425530E-008
"               b 4","               b 3",  0.15000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201906029E-002,  0.00000000000E+000,  0.25472029594E-002,  0.67298764345E-003, -0.98438374188E-008, -0.51573521289E-014,  0.98438425866E-008
"               c 4","               c 3",  0.25000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201901331E-002,  0.00000000000E+000,  0.25472025880E-002,  0.67298754515E-003, -0.98438373920E-008, -0.51573391539E-014,  0.98438425597E-008
"               d 4","               d 3",  0.35000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201901440E-002,  0.00000000000E+000,  0.25472025966E-002,  0.67298754745E-003, -0.98438374044E-008, -0.51573514394E-014,  0.98438425721E-008
"               e 4","               e 3",  0.45000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201903694E-002,  0.00000000000E+000,  0.25472027748E-002,  0.67298759461E-003, -0.98438374110E-008, -0.51573675180E-014,  0.98438425787E-008
"               f 4","               f 3",  0.55000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201898389E-002,  0.00000000000E+000,  0.25472023553E-002,  0.67298748356E-003, -0.98438374035E-008, -0.51573663768E-014,  0.98438425712E-008
"               g 4","               g 3",  0.65000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201900874E-002,  0.00000000000E+000,  0.25472025518E-002,  0.67298753560E-003, -0.98438373702E-008, -0.51573513332E-014,  0.98438425379E-008
"               h 4","               h 3",  0.75000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201901290E-002,  0.00000000000E+000,  0.25472025846E-002,  0.67298754432E-003, -0.98438374007E-008, -0.51573401318E-014,  0.98438425684E-008
"               i 4","               i 3",  0.85000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201900797E-002,  0.00000000000E+000,  0.25472025456E-002,  0.67298753412E-003, -0.98438374007E-008, -0.51573507733E-014,  0.98438425684E-008
"               j 4","               j 3",  0.95000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32201904641E-002,  0.00000000000E+000,  0.25472028496E-002,  0.67298761451E-003, -0.98438373708E-008, -0.51573789057E-014,  0.98438425385E-008
"               a 4","               b 4",  0.10000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.10822048078E-011,  0.00000000000E+000, -0.10822048078E-011,  0.00000000000E+000,  0.86043663578E-019,  0.29973342326E-022, -0.86076805139E-019
"               b 4","               c 4",  0.20000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.10541553007E-011,  0.00000000000E+000,  0.10541553007E-011,  0.00000000000E+000, -0.69364033255E-019, -0.32440424879E-022,  0.69404678213E-019
"               c 4","               d 4",  0.30000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.17122085056E-014,  0.00000000000E+000, -0.17122085056E-014,  0.00000000000E+000,  0.30971847410E-019,  0.30715460846E-022, -0.31007561648E-019
"               d 4","               e 4",  0.40000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.48774174451E-012,  0.00000000000E+000, -0.48774174451E-012,  0.00000000000E+000,  0.17518451191E-019, -0.27521951336E-022, -0.17499008916E-019
"               e 4","               f 4",  0.50000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.11088719681E-011,  0.00000000000E+000,  0.11088719681E-011,  0.00000000000E+000, -0.21938391916E-019, -0.28547564051E-023,  0.21962065866E-019
"               f 4","               g 4",  0.60000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.47749766989E-012,  0.00000000000E+000, -0.47749766989E-012,  0.00000000000E+000, -0.81720509891E-019,  0.30110751175E-022,  0.81693566189E-019
"               g 4","               h 4",  0.70000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.26173336742E-013,  0.00000000000E+000, -0.26173336742E-013,  0.00000000000E+000,  0.75945550839E-019, -0.28005005265E-022, -0.75927829590E-019
"               h 4","               i 4",  0.80000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.38640592011E-012,  0.00000000000E+000,  0.38640592011E-012,  0.00000000000E+000, -0.18066910990E-020,  0.26604210413E-022,  0.17598413909E-020
"               i 4","               j 4",  0.90000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.96370980937E-012,  0.00000000000E+000, -0.96370980937E-012,  0.00000000000E+000, -0.71783708841E-019,  0.26151370431E-023,  0.71797624733E-019
"               a 5","               a 4",  0.50000000000E+002,  0.50000000000E+000, -0.11500000000E+003,  0.38744938020E-003,  0.00000000000E+000,  0.38744938020E-003,  0.00000000000E+000, -0.18903175425E-008, -0.99026716080E-015,  0.18903185328E-008
"               b 5","               b 4",  0.15000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744894957E-003,  0.00000000000E+000,  0.38744894957E-003,  0.00000000000E+000, -0.18903175079E-008, -0.99025520478E-015,  0.18903184982E-008
"               c 5","               c 4",  0.25000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744936851E-003,  0.00000000000E+000,  0.38744936851E-003,  0.00000000000E+000, -0.18903175358E-008, -0.99026814336E-015,  0.18903185261E-008
"               d 5","               d 4",  0.35000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744936790E-003,  0.00000000000E+000,  0.38744936790E-003,  0.00000000000E+000, -0.18903175234E-008, -0.99025583045E-015,  0.18903185137E-008
"               e 5","               e 4",  0.45000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744917548E-003,  0.00000000000E+000,  0.38744917548E-003,  0.00000000000E+000, -0.18903175164E-008, -0.99026691371E-015,  0.18903185066E-008
"               f 5","               f 4",  0.55000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744961681E-003,  0.00000000000E+000,  0.38744961681E-003,  0.00000000000E+000, -0.18903175253E-008, -0.99026804213E-015,  0.18903185156E-008
"               g 5","               g 4",  0.65000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744942538E-003,  0.00000000000E+000,  0.38744942538E-003,  0.00000000000E+000, -0.18903175579E-008, -0.99025592695E-015,  0.18903185482E-008
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38744941740E-003,  0.00000000000E+000,  0.38744941740E-003,  0.00000000000E+000, -0.18903175275E-008, -0.99026717167E-015,  0.18903185178E-008
